01:34:13:00,01:34:14:13,ERZAEHLER,1,speech,regular,HS,Jenny zieht ihr Nachthemd aus.,;;;;;
01:34:15:18,01:34:16:23,ERZAEHLER,1,speech,regular,HS,Forrest umarmt sie wieder.,;;;;;
01:34:17:00,01:34:18:04,ERZAEHLER,1,speech,regular,HS,Die beiden küssen sich weiter.,;;;;;
01:34:21:13,01:34:22:02,ERZAEHLER,1,speech,regular,HS,Es ist hell.,;;;;;
01:34:23:06,01:34:24:00,ERZAEHLER,1,speech,regular,none,Vor dem Haus,;;;;;
01:34:26:03,01:34:29:07,ERZAEHLER,1,speech,regular,HS,In Rock und Bluse kommt Jenny mit ihrer Umhängetasche auf die Veranda.,;;;;;
01:34:29:20,01:34:31:15,ERZAEHLER,1,speech,regular,HS,Sie eilt über den Rasen zu einem Taxi.,;;;;;
01:34:36:17,01:34:38:09,ERZAEHLER,1,speech,regular,HS,Der Fahrer hält ihr die Fondtür auf.,;;;;;
01:34:42:07,01:34:43:20,CAB DRIVER,1,speech,asking,question,Wovor laufen sie denn weg?,;;;;;
01:34:44:21,01:34:45:21,JENNY,1,speech,regular,HS,Ich lauf doch gar nich.,;;;;;
01:34:49:18,01:34:51:24,ERZAEHLER,1,speech,regular,none,Aus einem Fenster im oberen Stock des Hauses,;;;;;
01:34:52:03,01:34:53:13,ERZAEHLER,1,speech,regular,HS,Unten fährt das Taxi davon.,;;;;;
01:34:59:04,01:35:00:20,ERZAEHLER,1,speech,regular,HS,Forrest liegt schlafend im Bett.,;;;;;
01:35:01:03,01:35:03:07,ERZAEHLER,1,speech,regular,HS,Seine nackten Schultern gucken unter der Decke hervor.,;;;;;
01:35:06:06,01:35:11:17,ERZAEHLER,1,speech,regular,HS,Auf einer Kommode liegt neben Forrests Tischtennisschläger seine goldene Tapferkeitsmedaille am blauen Band.,;;;;;
01:35:12:10,01:35:17:07,ERZAEHLER,1,speech,regular,AND,Forrest steht im Morgenmantel mit einem Glas Milch in der Zimmertür und betrachtet die Medaille ernst.,;;;;;
01:35:19:17,01:35:21:21,ERZAEHLER,1,speech,regular,HS,In Jennys Zimmer ist das Bett unberührt.,;;;;;
01:35:22:02,01:35:24:05,ERZAEHLER,1,speech,regular,AND,Forrest steht in der Tür und starrt darauf.,;;;;;
01:35:28:04,01:35:30:23,ERZAEHLER,1,speech,regular,HS,Er sitzt im Wohnzimmer kerzengerade auf der Fensterbank.,;;;;;
01:35:36:07,01:35:39:10,ERZAEHLER,1,speech,regular,HS,Auf der Veranda sitzt Forrest reglos in einem Schaukelstuhl.,;;;;;
01:35:39:16,01:35:41:19,ERZAEHLER,1,speech,regular,AND,Er hat seine Laufschuhe an und sieht vor sich hin.,;;;;;
01:35:42:11,01:37:33:16,OST,0,song,instrumental,,,;;;;;
01:35:49:15,01:35:52:18,ERZAEHLER,1,speech,regular,HS,Forrest setzt sein rotes 'Bubba Gump Shrimp'-Käppi auf...,;;;;;
01:35:55:17,01:35:56:10,ERZAEHLER,1,speech,regular;addendum,HS,... und steht auf.,;;;;
01:36:00:07,01:36:01:13,ERZAEHLER,1,speech,regular,HS,Er steigt von der Veranda.,;;;;;
01:36:03:08,01:36:05:04,ERZAEHLER,1,speech,regular,HS,Auf dem Rasen beginnt er zu laufen.,;;;;;
01:36:06:00,01:36:06:16,ERZAEHLER,1,speech,regular,HS,Wird schneller,;;;;;
01:36:07:15,01:36:09:02,ERZAEHLER,1,speech,regular,HS,Und rennt die Zufahrt entlang.,;;;;;
"01:36:12:24,01:36:13:21,FORREST (V.O.),1,speech,regular,incomplete,""An dem Tag,..."",";;;;;
01:36:14:05,01:36:17:23,FORREST (V.O.),1,speech,regular,NS;"completion,""...ohne irgendeinen besonderen Grund, beschloss ich ein wenig zu laufen."",";;;;
01:36:18:15,01:36:22:19,FORREST (V.O.),1,speech,regular,AND,Ich lief bis zum Ende der Straße und als ich da ankam dachte ich:,;;;;;
01:36:23:02,01:36:25:22,FORREST (V.O.),1,speech,regular,HS,Vielleicht kann ich auch bis zum Ende der Stadt laufen.,direkte Rede;;;;;
01:36:26:01,01:36:28:05,NEWSCASTER,0,broadcast,regular,AND,erlitt Präsident Carter einen Hitzschlag und viel in die Arme seines Sichterheitsbeamten.,;;;;;
"01:36:28:06,01:36:30:09,FORREST (V.O.),1,speech,regular,###,""und als ich da ankam, dachte ich:"",";;;;;
01:36:30:18,01:36:33:16,FORREST (V.O.),1,speech,regular,HS,Ich kann ja vielleicht mal quer durch Greenbow County laufen.,direkte Rede;;;;;
"01:36:33:19,01:36:36:09,FORREST (V.O.),1,speech,regular,HS,""Und als ich merkte, dass ich so weit gekommen war dachte ich:"",";;;;;
01:36:36:10,01:36:39:04,FORREST (V.O.),1,speech,regular,HS,Ich kann vielleicht auch durch den schönen Staat Alabama laufen.,direkte Rede;;;;;
01:36:39:08,01:36:40:16,ERZAEHLER,1,speech,regular,HS,Forrest kommt nach Mississippi.,;;;;;
01:36:40:19,01:36:41:22,FORREST (V.O.),1,speech,regular,HS,Das hab' ich dann gemacht.,;;;;;
01:36:41:23,01:36:43:12,FORREST (V.O.),1,speech,regular,HS,Ich lief quer durch Alabama.,;;;;;
01:36:43:23,01:36:44:18,ERZAEHLER,1,speech,regular,none,Auf der Wartebank,;;;;;
01:36:45:06,01:36:47:02,FORREST (V.O.),1,speech,regular,HS,Ohne irgendeinen besonderen Grund lief ich weiter.,;;;;;
"01:36:49:07,01:36:50:18,FORREST (V.O.),1,speech,regular,###,""So lange, bis ich den Ozean sah."",";;;;;
01:36:50:24,01:36:54:09,ERZAEHLER,1,speech,regular,HS,In Santa Monica läuft Forrest auf dem Pier bis zum Geländer am Ende.,;;;;;
01:36:54:13,01:36:56:13,ERZAEHLER,1,speech,regular,HS,Er hat etwas längere Haare und einen Vollbart.,;;;;;
"01:36:56:21,01:36:58:13,FORREST (V.O.),1,speech,regular,###,""Und als ich dort angekommen war, dachte ich:"",";;;;;
"01:36:58:14,01:37:02:03,FORREST (V.O.),1,speech,regular,###,""Wenn ich schon so weit gekommen bin, kann ich auch wieder Kehrt machen und einfach weiterlaufen."",direkte Rede";;;;;
01:37:03:03,01:37:05:13,ERZAEHLER,1,speech,regular,HS,Forrest erreicht einen kleinen Leuchtturm am Atlantik.,;;;;;
01:37:06:17,01:37:07:08,FORREST (V.O.),1,speech,regular,HS,Dann kam ich...,;;;;;
01:37:07:21,01:37:09:08,FORREST (V.O.),1,speech,regular,HS,...kam ich zu einem anderen Ozean.,;;;;;
01:37:10:01,01:37:10:18,FORREST (V.O.),1,speech,regular,HS,Und da dachte ich:,;;;;;
"01:37:10:19,01:37:12:03,FORREST (V.O.),1,speech,regular,###,""Wenn ich schon so weit gekommen bin,..."",direkte Rede";;;;;
01:37:12:20,01:37:14:18,FORREST (V.O.),1,speech,regular,###,...kann ich doch einfach Kehrt machen und weiterlaufen.,;;;;;
"01:37:17:00,01:37:18:17,FORREST (V.O.),1,speech,regular,###,""Wenn ich müde wurde, dann schlief ich."",";;;;;
"01:37:19:10,01:37:21:03,FORREST (V.O.),1,speech,regular,###,""Wenn ich Hunger kriegte, dann aß ich."",";;;;;
01:37:21:22,01:37:22:10,FORREST (V.O.),1,speech,regular,###,Und wenn ich mal...,;;;;;
01:37:23:01,01:37:23:22,ERZAEHLER,1,speech,regular,none,Auf der Wartebank,;;;;;
01:37:24:08,01:37:24:22,FORREST (V.O.),1,speech,regular,HS,Sie wissen schon,;;;;;
01:37:25:02,01:37:25:24,ERZAEHLER,1,speech,regular,HS,Er sieht die Frau an.,;;;;;
01:37:26:11,01:37:26:24,FORREST (V.O.),1,speech,regular,###,dann ging ich.,;;;;;
01:37:27:13,01:37:28:02,ELDERLY WOMAN,1,speech,regular,none,Also,;;;;;
01:37:28:11,01:37:30:15,ELDERLY WOMAN,1,speech,asking,question,Sie sind die ganze Zeit gelaufen?,;;;;;
01:37:32:04,01:37:32:14,FORREST,1,speech,regular,none,Ja,;;;;;
01:37:33:08,01:41:15:00,JACKSON BROWNE,0,song,regular,foreign,“Running On Empty”,;;;;;
01:37:3#:##,01:38:06:##,JACKSON BROWNE,1,singing,regular,foreign,###lyrics###,;;;;;
01:37:36:15,01:37:38:06,ERZAEHLER,1,speech,regular,HS,Forrest läuft an einem Fluss entlang.,;;;;;
01:37:38:13,01:37:40:24,ERZAEHLER,1,speech,regular,HS,Unter seinem Käppi lugt sein nackenlanges Haar hervor.,;;;;;
01:37:41:19,01:37:45:15,ERZAEHLER,1,speech,regular,HS,Zwischen reifen Weizenfeldern läuft er auf einer einsamen schnurgeraden Straße.,;;;;;
01:37:46:16,01:37:49:10,ERZAEHLER,1,speech,regular,HS,Auf einer Feldsteinbrücke überquert er einen klaren Fluss.,;;;;;
01:37:49:22,01:37:52:11,ERZAEHLER,1,speech,regular,none,Im Hintergrund schneebedeckte Gipfel der Rocky Mountains.,;;;;;
01:37:57:15,01:38:00:18,ERZAEHLER,1,speech,regular,HS,In kurzer Hose läuft er mit fast schulterlangem Haar auf einer Landstraße. ,;;;;;
01:38:01:18,01:38:04:08,ERZAEHLER,1,speech,regular,HS,Forrest kommt in gleichbleibendem Tempo an einem Wald vorbei.,;;;;;
"01:38:04:13,01:38:06:19,ERZAEHLER,1,speech,regular,HS,""Das Laub leuchtet gelb, orange und rot."",";;;;;
01:38:07:00,01:38:07:10,FORREST (V.O.),1,speech,regular,incomplete,Aber ich...,;;;;;
01:38:08:02,01:38:09:22,FORREST (V.O.),1,speech,regular;addendum,completion,...ich habe auch sehr viel an Mama gedacht.,;;;;
01:38:10:19,01:38:11:11,FORREST (V.O.),1,speech,regular;"addendum,none,""...und an Bubba,"",";;;;
01:38:12:01,01:38:13:10,FORREST (V.O.),1,speech,regular;"addendum,none,""...an Lt. Dan, aber..."",";;;;
01:38:14:08,01:38:16:09,FORREST (V.O.),1,speech,regular;addendum,HS,...die meiste Zeit dachte ich doch an Jenny.,;;;;
01:38:17:09,01:38:18:16,FORREST (V.O.),1,speech,regular,HS,Ich hab' sehr oft an sie gedacht.,;;;;;
01:38:18:21,01:38:20:01,ERZAEHLER,1,speech,regular,none,In Greenbow beim Friseur,;;;;;
"01:38:20:07,01:38:26:05,NEWSCASTER,1,broadcast,regular,HS,""Seit mehr als zwei Jahren macht nun ein Mann names Forrest Gump, ein Gärtner aus Greenbow Alabama, nur zum schlafen halt."",";;;;;
01:38:26:06,01:38:27:24,NEWSCASTER,1,broadcast,regular,HS,Er läuft quer durch ganz Amerika.,;;;;;
01:38:28:10,01:38:29:18,NEWSCASTER,1,broadcast,regular,HS,Hier ist unser Bericht von...,;;;;;
01:38:29:19,01:38:31:07,ERZAEHLER,1,speech,regular,HS,Jenny bedient in einem Restaurant.,;;;;;
"01:38:31:10,01:38:38:20,NEWSMAN,1,broadcast,regular,HS,""Zum vierten mal auf seinem Weg durch Amerika will Forrest Gump, ein Gärtner aus Greenbow Alabama im heutigen Tag den Mississippi überqueren."",";;;;;
01:38:40:02,01:38:41:05,JENNY,1,speech,exclamation,HS,Ich werd verrückt.,;;;;;
01:38:41:06,01:38:41:24,JENNY,1,exclamation,regular,none,Forrest,;;;;;
01:38:42:05,01:38:43:08,1ST REPORTER,1,speech,asking,question,Wieso laufen sie?,;;;;;
01:38:43:09,01:38:45:00,2ND REPORTER,1,speech,asking,question,Laufen Sie für den Weltfrieden?,;;;;;
01:38:45:01,01:38:46:10,REPORTER X,1,speech,asking,question,Laufen Sie für die Obdachlosen?,;;;;;
01:38:46:11,01:38:48:01,3RD REPORTER,1,speech,asking,question,Laufen Sie für die Rechte der Frauen?,;;;;;
01:38:48:02,01:38:49:02,NEWSMAN,1,speech,asking,none,Oder für die Umwelt,;;;;;
01:38:49:04,01:38:50:03,REPORTER,1,speech,asking,none,Oder für die Tierwelt,;;;;;
01:38:50:04,01:38:54:05,FORREST (V.O.),1,speech,regular,HS;"NS,""Sie konnten nicht fassen, dass jemand läuft und läuft, ohne irgendeinen besonderen Grund."",";;;;
01:38:54:14,01:38:55:##,2ND REPORTER,0,speech,asking,question,Warum tun sie das?,###movie only und ggf. Da auch BG###;;;;;
01:38:54:15,01:38:55:23,ERZAEHLER,1,speech,regular,HS,Die Reporter müssen mitlaufen.,;;;;;
01:38:56:11,01:38:58:05,FORREST,1,speech,regular,HS,Ich hatte einfach Lust zu laufen.,;;;;;
01:38:58:22,01:39:00:08,FORREST,1,speech,regular,HS,Ich hatte einfach Lust zu laufen.,;;;;;
01:39:00:09,01:39:00:24,ERZAEHLER,1,speech,regular,none,In einem Ort,;;;;;
01:39:01:00,01:39:01:16,ERZAEHLER,1,speech,regular,none,Ein junger Mann,;;;;;
01:39:01:17,01:39:02:03,YOUNG MAN,1,speech,asking,question,Sie sinds?,;;;;;
01:39:02:09,01:39:03:10,ERZAEHLER,1,speech,regular;addendum,HS,Hängt sich an seine Fersen.,;;;;
01:39:03:11,01:39:04:23,YOUNG MAN,1,speech,regular,HS;"HS,""Ich kanns kaum fassen, sie sinds wirklich."",";;;;
"01:39:05:07,01:39:05:19,FORREST,1,speech,regular,incomplete,""Und dann,..."",";;;;;
01:39:06:12,01:39:10:10,FORREST,1,speech,regular;"addendum,HS,""Ohne irgendeinen Grund, gab es Leute, die sahen einen Sinn in dem, was ich tat."",";;;;
01:39:10:12,01:39:12:06,YOUNG MAN,1,speech,regular,###,Es war als wäre mir plötzlich ein Licht aufgegangen.,;;;;;
01:39:12:10,01:39:13:01,YOUNG MAN,1,speech,regular,HS,Ich sagte mir:,;;;;;
01:39:13:02,01:39:14:17,YOUNG MAN,1,speech,regular,HS,Der Mann hat seine 5 Sinne beieinander.,direkte Rede;;;;;
01:39:14:19,01:39:16:06,YOUNG MAN,1,speech,regular,none;"NS,""Endlich jemand, der weiß wos lang geht."",direkte Rede";;;;
01:39:16:08,01:39:17:24,YOUNG MAN,1,speech,regular,none;"NS,""Endlich jemand, der die Antwort kennt."",direkte Rede";;;;
01:39:18:00,01:39:20:02,YOUNG MAN,1,speech,regular,HS;"address,""Ich folge ihnen überall hin, Mr. Gump."",";;;;
01:39:20:12,01:39:21:24,FORREST (V.O.),1,speech,regular,HS,Und dann hatte ich Gesellschaft.,;;;;;
01:39:22:00,01:39:23:18,ERZAEHLER,1,speech,regular,HS,Mit Abstand folgen ihm fünf Leute.,;;;;;
01:39:23:22,01:39:25:24,FORREST (V.O.),1,speech,regular,HS,Kurze Zeit später hatte ich noch mehr Gesellschaft.,;;;;;
01:39:27:03,01:39:28:19,FORREST (V.O.),1,speech,regular,HS,Und dann kamen noch mehr Leute dazu.,;;;;;
01:39:29:00,01:39:31:11,ERZAEHLER,1,speech,regular,HS,In der Wüste trabt eine lange Läuferschlange hinter ihm her.,;;;;;
01:39:31:16,01:39:34:20,FORREST (V.O.),1,speech,regular,HS;"NS,""Später hat mir jemand erzählt, es hätte den Menschen Hoffnung gegeben."",";;;;
01:39:36:19,01:39:37:06,FORREST,1,speech,regular,none,Naja,;;;;;
"01:39:38:06,01:39:39:23,FORREST,1,speech,regular,HS,""Naja ich versteh nichts davon, aber..."",";;;;;
01:39:40:16,01:39:43:02,FORREST (V.O.),1,speech,regular,HS;"NS,""...manche Leute haben mich gefragt, ob ich ihnen helfen könnte."",";;;;
"01:39:43:06,01:39:43:22,AGING HIPPIE,1,speech,regular,address,""Hey, Mann"",";;;;;
01:39:44:10,01:39:46:13,AGING HIPPIE,1,speech,regular,address;HS;"NS,""Hey, Ich wollte dich mal fragen, ob du mir helfen kannst."",";;;
"01:39:46:14,01:39:48:03,AGING HIPPIE,1,speech,asking,question,""Ich mach Autoaufkleber, weißt du?"",";;;;;
01:39:48:07,01:39:49:24,AGING HIPPIE,1,speech,regular,HS,Und mir fehlt 'n guter neuer Slogan.,;;;;;
"01:39:50:03,01:39:58:16,AGING HIPPIE,1,speech,regular,complex,""Und wo du doch so 'ne super Inspiration für die Menschen hier bist, dachte ich, dir fällt vielleicht was gutes ein für, whoa, Mann, du bist gerade durch nen riesen Haufen Hundescheisse gelaufen."",";;;;;
01:40:00:04,01:40:01:04,FORREST,1,speech,regular,HS,Das passiert.,;;;;;
"01:40:01:23,01:40:02:23,AGING HIPPIE,1,speech,asking,none,""Was, Scheisse"",";;;;;
01:40:04:07,01:40:04:23,FORREST,1,speech,regular,none,Manchmal,;;;;;
01:40:05:10,01:40:06:24,ERZAEHLER,1,speech,regular,HS,Der Mann bleibt nachdenklich stehen.,;;;;;
01:40:07:09,01:40:12:10,FORREST (V.O.),1,speech,regular,HS;"NS,""Ein paar Jahre später habe ich gehört, dass der man wirklich einen Slogan auf Aufklebern rausgebracht hat."",";;;;
01:40:12:12,01:40:14:03,FORREST (V.O.),1,speech,regular,HS,Er hat ne Menge Geld damit verdient.,###ende movie only###;;;;;
01:40:14:04,01:40:15:10,ERZAEHLER,1,speech,regular,none,Ein Autoaufkleber: 'Shit happens'.,;;;;;
"01:40:15:11,01:40:23:16,FORREST (V.O.),1,speech,regular,complex,""Und als ich an einem anderen Tag so vor mich hinlief, kam jemand, der hatte sein ganzes Geld bei einem T-Shirt-Geschäft verloren und der wollte mein Gesicht auf ein T-Shirt bringen."",";;;;;
01:40:24:02,01:40:26:18,FORREST (V.O.),1,speech,regular;addendum,HS,Aber er konnte nicht zeichnen und hatte keinen Fotoapparat.,;;;;
"01:40:26:19,01:40:28:09,WILD-EYED MAN,1,speech,regular,HS,""Hier, hier, das können sie benutzen."",";;;;;
01:40:28:11,01:40:30:03,WILD-EYED MAN,1,speech,regular,HS,Die Farbe kann sowieso niemand ausstehen.,;;;;;
01:40:30:05,01:40:33:10,ERZAEHLER,1,speech,regular,AND,Forrest drückt sich das gelbe T-Shirt ins verdreckte Gesicht und gibt es zurück.,;;;;;
01:40:33:11,01:40:34:18,ERZAEHLER,1,speech,regular;addendum,none,Darauf ein Smiley-Abdruck.,;;;;
01:40:35:00,01:40:35:24,FORREST,1,speech,regular,none,Immer nur lächeln,;;;;;
01:40:36:20,01:40:42:12,FORREST (V.O.),1,speech,regular,HS;"NS,""Ein paar Jahre später habe ich rausgefunden, dass der Mann wirklich eine Idee für ein T-Shirt hatte."",";;;;
01:40:43:08,01:40:45:03,FORREST (V.O.),1,speech,regular,HS,Der hat eine Menge Geld damit verdient.,;;;;;
01:40:45:07,01:40:47:09,ERZAEHLER,1,speech,regular,HS,Forrest läuft mit seinen Anhängern durch eine Steppe.,;;;;;
01:40:##:##,01:40:##:##,###,1,SONG,regular,1,###???###,;;;;;
"01:40:47:16,01:40:48:10,FORREST (V.O.),1,speech,regular,none,""Na, jedenfalls..."",";;;;;
01:40:49:00,01:40:50:01,FORREST (V.O.),1,speech,regular,HS,Ich hab ja schon gesagt:,;;;;;
01:40:50:12,01:40:52:08,FORREST (V.O.),1,speech,regular,HS,Ich hatte ne menge Gesellschaft.,;;;;;
01:40:52:10,01:40:53:16,ERZAEHLER,1,speech,regular,none,Im Hintergrund Tafelberge,;;;;;
01:40:53:18,01:40:55:01,FORREST (V.O.),1,speech,regular,HS,Meine Mama hatte immer gesagt:,;;;;;
01:40:55:02,01:40:58:14,FORREST (V.O.),1,speech,regular,HS;"NS,""Man muss die Vergangenheit hinter sich zurück lassen, bevor man weitermacht."",direkte Rede";;;;
01:40:59:11,01:41:02:14,FORREST (V.O.),1,speech,regular,HS;"NS,""Und ich glaube, das war auch der ganze Grund für meine Lauferei."",";;;;
"01:41:04:16,01:41:11:11,FORREST (V.O.),1,speech,regular,HS,""Ich war inzwischen drei Jahre, zwei Monate, 14 Tage und 16 Stunden lang gelaufen."",";;;;;
01:41:12:06,01:41:13:00,ERZAEHLER,1,speech,regular,HS,Er bleibt stehen.,;;;;;
01:41:13:15,01:41:17:24,ERZAEHLER,1,speech,regular,HS;"NS,""Ein gutes Stück hinter ihm stoppt auch die Gruppe der rund fünfzig Männer und Frauen, die ihm gefolgt sind."",";;;;
01:41:18:15,01:41:21:18,ERZAEHLER,1,speech,regular,HS,Sein welliges Haar unter dem Käppi reicht bis zu den Schulterblättern.,;;;;;
01:41:21:22,01:41:23:14,ERZAEHLER,1,speech,regular,HS,Sein zotteliger Bart bis auf die Brust.,;;;;;
01:41:23:23,01:41:24:15,ERZAEHLER,1,speech,regular,HS,Er dreht sich um.,;;;;;
01:41:25:19,01:41:26:03,YOUNG MAN,1,speech,commanding,none,Ruhe,;;;;;
"01:41:26:09,01:41:27:18,YOUNG MAN,1,speech,commanding,HS,""Ruhe, er will etwas sagen."",";;;;;
01:41:29:12,01:41:31:05,ERZAEHLER,1,speech,regular,HS,Forrest sieht zu den Leuten hinüber.,;;;;;
"01:41:31:15,01:41:35:11,ERZAEHLER,1,speech,regular,HS,""Er trägt eine blaue Trainingsjacke mit brauner Hose, darüber eine weite Regenjacke."",";;;;;
"01:41:39:10,01:41:40:24,FORREST,1,speech,regular,HS,""Ich bin müde, sehr sogar."",";;;;;
01:41:43:14,01:41:45:12,FORREST,1,speech,regular,HS;"NS,""Ich glaube, ich gehe wieder nach Hause."",";;;;
01:41:46:08,01:41:48:16,ERZAEHLER,1,speech,regular,HS,Mit schleppenden Schritten geht er auf die Gruppe zu.,;;;;;
01:41:57:13,01:41:59:15,ERZAEHLER,1,speech,regular,HS,Die Leute weichen nach links und rechts aus...,;;;;;
01:41:59:22,01:42:01:11,ERZAEHLER,1,speech,regular;addendum,HS,...lassen ihn durch und sehen ihm nach.,;;;;
01:42:03:07,01:42:04:15,YOUNG MAN,1,speech,asking,question,Was soll denn jetzt aus uns werden?,;;;;;
01:42:04:21,01:42:05:21,ERZAEHLER,1,speech,regular,HS,Forrest geht weiter.,;;;;;
01:42:06:07,01:42:06:20,FORREST (V.O.),1,speech,regular,none,Und dann...,;;;;;
01:42:07:15,01:42:09:17,FORREST (V.O.),1,speech,regular;addendum,HS,...waren die Zeiten meiner Lauferei vorbei.,;;;;
01:42:11:00,01:42:12:07,FORREST (V.O.),1,speech,regular,HS,Ich ging zurück nach Hause.,;;;;;
01:42:12:24,01:42:13:19,FORREST (V.O.),1,speech,regular;addendum,none,Nach Alabama,;;;;
01:42:13:20,01:42:14:11,ERZAEHLER,1,speech,regular,none,Im Fernseher,;;;;;
01:42:14:12,01:42:15:21,ERZAEHLER,1,speech,regular,HS,Ronald Reagan geht zu seinem Wagen.,;;;;;
01:42:15:23,01:42:16:09,NEWSCASTER,1,speech,regular,none,Und dann...,;;;;;
01:42:17:01,01:42:17:21,NEWSCASTER,1,speech,regular;addendum,none,...plötzlich Schüsse,;;;;
01:42:19:14,01:42:20:17,ERZAEHLER,1,speech,regular,HS,Der Schütze wird überwältigt.,;;;;;
01:42:20:18,01:42:23:11,NEWSCASTER,1,speech,regular,HS,Fünf oder sechs Schüsse wurden von dem Attentäter abgefeuert.,;;;;;
01:42:23:24,01:42:26:03,NEWSCASTER,1,speech,regular,HS,Der Präsident wurde in die Brust getroffen.,;;;;;
01:42:26:04,01:42:26:20,ERZAEHLER,1,speech,regular,none,Bei Forrest,;;;;;
01:42:26:21,01:42:27:05,ERZAEHLER,1,speech,regular,address,Louise,;;;;;
01:42:27:10,01:42:28:15,LOUISE,1,speech,regular,HS,Ich hab die Post geholt.,;;;;;
"01:42:29:01,01:42:33:13,FORREST (V.O.),1,speech,regular,HS,""Und dann, eines Tages, aus heiterem Himmel bekam ich von Jenny einen Brief."",";;;;;
01:42:33:18,01:42:37:18,FORREST,1,speech,regular,HS;"NS,""Sie fragte mich, ob ich vielleicht nach, äh, Savannah fahren könnte, zu ihr."",indirekte rede";;;;
01:42:37:21,01:42:38:23,FORREST,1,speech,regular;addendum,HS,Deswegen bin ich jetzt hier.,;;;;
01:42:39:02,01:42:40:00,ELDERLY WOMAN,1,non,regular,none,ehhmhmhm,;;;;;
"01:42:40:15,01:42:42:10,FORREST,1,speech,regular,HS,""Sie hat mich im Fernsehen gesehen, Laufen."",";;;;;
"01:42:43:03,01:42:43:23,FORREST,1,speech,regular,HS,""Sie meint, ich..."",";;;;;
01:42:44:15,01:42:47:09,FORREST,1,speech,regular,NS,...ich soll den neuner Bus nehmen zur Richmond Street.,;;;;;
01:42:47:15,01:42:52:11,FORREST,1,speech,regular,NS,Austeigen und einen Block weitergehen nach links zur Henry Street 1-9-4-7,;;;;;
01:42:52:17,01:42:53:13,FORREST,1,speech,regular,none,Apartment 4,;;;;;
01:42:53:24,01:42:54:13,ELDERLY WOMAN,1,speech,regular,none,Naja,;;;;;
01:42:55:00,01:42:57:05,ELDERLY WOMAN,1,speech,regular,HS,Da brauchen sie doch nicht in den Bus zu steigen.,;;;;;
01:42:57:13,01:43:01:00,ELDERLY WOMAN,1,speech,regular,HS,Die Henrystreet ist nur 5 oder 6 Blocks weiter.,;;;;;
01:43:01:04,01:43:02:04,ELDERLY WOMAN,1,speech,regular,none,Einfach da runter,;;;;;
01:43:02:10,01:43:03:14,ERZAEHLER,1,speech,regular,HS,Sie zeigt über die Straße.,;;;;;
01:43:03:16,01:43:04:06,FORREST,1,speech,regular,none,Einfach da runter,;;;;;
01:43:04:07,01:43:05:07,ELDERLY WOMAN,1,speech,regular,none,Einfach da runter,;;;;;
01:43:05:12,01:43:08:04,ERZAEHLER,1,speech,regular,AND,Er nimmt ihr den Brief ab und rennt mit Pralinenschachtel und Koffer...,;;;;;
01:43:08:10,01:43:09:20,FORREST,1,speech,regular,none,Vielen Dank für die Unterhaltung,;;;;;
01:43:09:24,01:43:10:16,ERZAEHLER,1,speech,regular,none,...auf die Straße.,;;;;;
01:43:11:05,01:43:13:18,ELDERLY WOMAN,0,speech,regular,HS;"NS,""Ich hoffe, es wird sich alles zum Guten wenden."",";;;;
01:43:14:04,01:43:15:06,ERZAEHLER,1,speech,regular,NS,Forrest hetzt weiter.,;;;;;
01:43:18:11,01:43:19:21,ERZAEHLER,1,speech,regular,NS,Jenny öffnet ihre Wohnungstür.,;;;;;
01:43:21:16,01:43:22:16,JENNY,1,speech,regular,address,Hey,;;;;;
01:43:23:09,01:43:24:06,JENNY,1,speech,regular,address,Forrest,;;;;;
01:43:24:09,01:43:25:05,ERZAEHLER,1,speech,regular,NS,Sie umarmt ihn.,;;;;;
"01:43:25:13,01:43:26:13,JENNY,1,speech,asking,question,""Na, wie gehts dir?"",";;;;;
01:43:27:06,01:43:28:10,JENNY,1,speech,commanding,imperative,Komm rein! komm rein!,;;;;;
